beijing,chengdu,guiyang,hangzhou,harbin,hefei,kunming,lanzhou,meixian,nanchang,pingyao,shanghai,shantou,taibei,taiyuan,tianjin,wenzhou,wuhan,wulumuqi,xian,xianggang,xiangtan,xining
tʰa tʂʰɻ̩ lə fan lə ni tʂʰɻ̩ mei t͡sʰɻ̩,tʰa t͡sʰɹ̩ no fan no ɲi t͡sʰɹ̩ no fan mei iəu,la kʰi ko saŋ xai ŋo mei tɛ t͡ɕʰi ko,tʰɑ zɑŋ hɤ t͡ɕʰi ku tə ŋo ɦɑ məʔ ʔiø t͡ɕʰi ku,tʰa t͡ɕʰy kuo ʂaŋ xai uo mei t͡ɕʰy kuo,tʰa t͡ɕʰiəʔ kʊ fæ̃ lə li kʰə t͡ɕʰiəʔ kʊ tʂə,tʰə kʰə ko ʂÃ xæ o məu kʰə ko,tʰa tʂʰɻ̩ lɔ fɛ̃n lɔ ɲi tʂʰɻ̩ lɔ m̩ iou,ki sət le fan ne n sət le fan mo a,t͡ɕie t͡ɕʰie kuo sɔŋ hai ŋo mɑu t͡ɕʰie kuo,uʌʔ t͡ɕiɑ t͡ɕʰy kuei ʂɑŋ xæ ŋiɤ mʌʔ lɑ t͡ɕʰy kuei,ɦi ve t͡ɕʰiɪʔ ku ləʔ noŋ ve t͡ɕʰiɪʔ ku vaʔ,i t͡siaʔ ho ou lɯ t͡siaʔ ho bue,i kʰi kue sioŋ hai gua bo kʰi kue,tʰa t͡ɕʰy kuɤ sɒ̃ xai ɣɤ məʔ la t͡ɕʰy kuɤ,tʰɑ tʂʰɻ̩ van fan lə ni tʂʰɻ̩ fan lə mei iou,gi ji he t͡sau ku ba ŋ̩ nau t͡sau ku,tʰa kʰɯ kuo saŋ xai ŋuo mau kʰɯ kuo,tʰa t͡ɕʰi kuɤ ʂɑŋ xai vɤ mɤ t͡ɕʰi kuɤ,tʰa tʂʰɻ̩ liɛ ni tʂʰɻ̩ liɛ mo,kʰøy høy kwɔ sœŋ hɔi ŋɔ mei høy kwɔ,tʰɒ t͡ɕʰiɒ kɒ ɸan tɒ ɲi t͡ɕʰiɒ kɒ ɸan maɯ,t͡ɕia ʂɔ̃ xɛ t͡ɕʰj ku nɔ xɛ mɔ t͡ɕʰj ku
tʰa t͡ɕʰy kuo ʂɑŋ xai uo mei t͡ɕʰy kuo,tʰa t͡ɕʰie ko saŋ xai ŋo mei t͡ɕʰie ko,lai uen xa kʰan t͡sɹ̩ to xua ɕiaŋ pu ɕiaŋ,lɤ ven ven kʰɤ kəʔ to huɑ əl ɕiɑŋ pəʔ ɕiɑŋ,lai uən uən tʂei tʰuo xuar ɕiaŋ pu ɕiaŋ,tʰa tɔ kʊ ʂɑ̃ xɤ ʊ mɐʔ iɯ tɔ kʊ,læ uə̃ uə̃ tʂɻ̩ to xuA kə ɕiÃ,la t͡sou luə ʂɑ̃ xɛ və m̩ iou t͡ɕʰi kuə,ki hi kuo soŋ hoi ŋai m̩ tʰien hi kuo,lai ɕiuŋ ŋɑ kʰɵn kei to fɑ ɕiɔŋ po,n̩ læ uŋ uŋ t͡sʌʔ tuei xuɑ ɕiɑŋ pʌʔ ɕiɑŋ,ɦi zɑ̃ he t͡ɕʰi ku ləʔ ŋo ɦm̩ məʔ t͡ɕʰi ku,i kʰɯ kue siaŋ hai ua bo kʰɯ kue,lai pʰi kʰuã t͡sit lui hue u pʰaŋ bo,lai vəŋ vəŋ t͡sai xua ɕiɒ̃ pəʔ ɕiɒ̃,tʰɑ t͡ɕʰy kuo ʂɑŋ xai uo mei t͡ɕʰy kuo,t͡sau le hoŋ t͡sʰɹ̩ ki to ho ɕi a fu,nai uən xa nɤ tuo xua ɕiaŋ pu ɕiaŋ,kuɤ lai vɤŋ i xa t͡sei kɤ xuer ɕiɑŋ pu ɕiɑŋ,tʰa t͡ɕʰi kuo ʂaŋ xai ŋɤ mo t͡ɕʰi kuo,lɐi mɐn ha nei tœ fa hœŋ m hœŋ,tʰɒ taɯ ku ʂɔn hai ŋo maɯ taɯ ku,ɲi ku lɛ uə̃ ɛ kɔ tʂɻ̩ j tu xua ɛ ɕiɔ tʂɔ mã mɔ ɕiɔ tʂɔ
lai uən uən tʂei tuo xuar ɕiɑŋ pu ɕiɑŋ,nai uən xa t͡sɹ̩ t͡se to xua ɕiaŋ pu ɕiaŋ,la i pen su ken ŋo,pəʔ ŋo ʔiəʔ pen sɥ,kei uo i pər ʂu,lɤ uən uən ti tʊ xua kʰə ɕiɑ̃,kə o i pə̃ ʂu,t͡ɕia ɲi və̃n kɯ xa tʂɻ̩ kə xua ɯ ɕiɑ̃ pu ɕiɑ̃,n̩ loi pʰi it ha e to fa hioŋ mo,lɑʔ ŋo iʔ pɨn ɕy,t͡ɕy ŋiɤ iʌʔ pəŋ sɥ,le məŋ məŋ kʰø gəʔ tu ho ɕiã vaʔ,lai pʰĩ tʰõi t͡si pʰau hue kʰaʔ oi pʰaŋ,ho gua t͡sit pun t͡su,kei ɣɤ iəʔ pəŋ su,lai vən vən t͡ɕie tuor xuɑr ɕiɑŋ pu ɕiɑŋ,sɹ̩ ha paŋ ŋ̩,pa pən ɕy ŋuo,kuɤ i ʂɻ̩ mɤ fu,ni vẽ i xa tʂʰɤ xua t͡sʰuã pu t͡sʰuã,pei pun sy ŋɔ,nai uən i ɦɒ ko to huɒ sian pu,kɨ nɔ kɨ j pə̃ ɛ fv̩
kei uo pər ʂu,ke ŋo i pən su,ŋo t͡sen lɛ mei tɛ a pen su ma,ŋo t͡sen tɑŋ məʔ ʔiø nɑ pen sɥ lɑʔ,uo tʂən mei nei pər ʂu ua,ke ʊ iəʔ pən ʂu,o tʂə̃ kə məu tə nə pə̃ ʂu,kɯ və kɯ i pə̃n fu,pun it pun su pun ŋai,ŋo t͡sɨn ko mɑu iu he pɨn ɕye,ŋiɤ tʂəŋ tiʌʔ mʌʔ lɑ uʌʔ pəŋ sɥ,pəʔ ŋo iɪʔ pəŋ sɹ̩,kʰioʔ puŋ t͡sɯ kʰɯʔ ua,gua kʰak sit bo hit pun t͡su,ɣɤ t͡səŋ təʔ məʔ la vai su,kei uo i pər ʂu,he paŋ sɹ̩ ŋ̩ t͡saŋ t͡saŋ nau,ŋuo t͡sən ti mau tɤ na pən ɕy me,vɤ tʂuɤ ʂɻ̩ mɤ fu,kei ŋɤ i pər fu,ŋɔ t͡sɐn hɐi mou kɔ pun sy a,pɒ pən ɕy pɒ ŋo,nɔ ʂɻ̩ xua mɔ iɯ nɛ j pə̃ ɛ fv̩ ɔ̃ kʰɔ
uo tʂən tə mei nei pər ʂu ia,ŋo ŋən sɹ̩ mo te na pən su,li ken la t͡ɕiaŋ,ni kɔ su tʰɑ,ni kau su tʰa,ʊ tʂən tiəʔ mɐʔ iɯ la pən ʂu,ni kɔ soŋ tʰə,və ʂɻ̩ xua m̩ iou fu,ŋai mo e pun su ŋai t͡sən t͡sən mo e,n̩ kɑu suŋ t͡ɕie,n̩ kɔ t͡ɕy uʌʔ t͡ɕiɑ,ŋo t͡səŋ ɦə ɦm̩ məʔ sɹ̩,ua t͡siŋ sik bo hɯ puŋ t͡sɯ li,li ka i kɔŋ,ni kau kei tʰa,uo t͡sən ti mei iou nei pər ʂu nə,ɲi kʰuɔ gi kuɔ a,ni kau ɕin tʰa,ɲi kɤŋ tʰa fɤ,ŋɤ tʂẽ kɤ mo uei i pər fu,nei wa pei kʰøy t͡si,ŋo tʂən ti maɯ tæ nɒ pən ɕy nie,ɲi kɨ t͡ɕia fɔ kɨ j kua
ni kɑu suŋ tʰa,ɲi kən tʰa so,xao xao lɛ t͡səu pu iao pʰao,hɔ hɔ t͡ɕiɔ kɑ t͡sei pəʔ ɦiɔ bɔ,xau xaur t͡sou piɛ pʰau,li kən tʰa t͡ɕiɑ̃,xɔ xɔ nə t͡səu mɔ pʰɔ,ɲi kɯ la fə i xa,n̩ vʰa ki ti,hɑu sɑŋ t͡sɹ̩ t͡sɛu mɔʔ pʰɑu,xɔ xɔ ti t͡səu pʌʔ yŋ pʰɔ,noŋ tʰəʔ ɦi kɑ̃,lɯ kaʔ i tã,ho ho a kiã m̩ tʰaŋ t͡sau,xau xau t͡səu pəʔ kæ̃ pʰau,ni kɑu suŋ tʰɑ,t͡sau t͡sau hɜ le fai zei,xau xau ti t͡səu mo pʰau,xɔ xɔr t͡sɤu pɤ pʰɔ,ni kei tʰa ʂɤ,hou sɛŋ haŋ m hou t͡sɐu,ɲi kaɯ sɹ̩ tʰɒ,xɔ xɔ ɛ t͡sɯ pɔ pʰɔ
xɑu xɑur tə t͡spi piɛ pʰɑu,xau sən t͡səu pu iau pʰau,pu t͡su i ta ɕia t͡ɕʰi təu pʰa pu t͡ɕʰi lai əu,tɑŋ ɕin tiəʔ loʔ t͡ɕʰi bɑ pəʔ zɑŋ lɤ,t͡ɕia ɕiau ɕin tiau ɕia t͡ɕʰy pʰa pu ʂaŋ lai,xɔ xɔ t͡sɯ pəʔ iɔ pʰɔ,ɕiɔ ɕĩ kuÃ ɕiA kʰə pʰA pu ʂÃ læ,t͡ɕia xɔ xɔ ti t͡sou pu lɔ pʰɔ lɔ ʂa,man man ne t͡seu m̩ hau lon t͡sʰiak,t͡sɛu fu taʔ hɑ t͡ɕʰie pʰɑ pɨʔ sɔŋ lai,ɕiɔ ɕiŋ tiʌʔ xɑ tiʌʔ pɑ pʌʔ suə læ,ɦɔ ɦɔ t͡ɕiɔ t͡sɤ vəʔ iɔ pəŋ,kiã ho mãi t͡sau,se li puaʔ loʔ kʰi tioʔ pe bue kʰi lai,t͡sʰau ɕiəŋ tiəʔ xa kəʔ pʰa pəʔ sɒ̃ lai,xɑur xɑur t͡sou pie pʰɑu,lɤu saŋ lai lo bo fu ji,ɕiau ɕin ta ɕia kʰɯ pʰa pu saŋ nai,ɕiɔ ɕiŋ pɤ tiɤ xa t͡ɕʰi pʰa pu ʂɑŋ lai liɤ,xau xaur t͡sou pau pʰau,ku t͡sy tit lɔk høy pʰa m fan sœŋ lɐi,haɯ tiẽ t͡səɯ mo bən,ɕiɔ ɕiə̃ tʂɔ ti ɔ̃ xa t͡ɕʰj pʰa pv̩ ʂɔ̃ lɛ
ɕiɑu ɕin ʂuai ɕia t͡ɕʰi pʰa pu ʂɑŋ lai,ɕiau ɕin pan tau no pʰa pu t͡ɕʰi nai,i sen xan li to suei xa,ʔi sen t͡ɕiɔ ni to kʰun kʰun,tai fu t͡ɕiau ni tuo ʂuei i xuər,ɕiɔ ɕin tiɔ ɕia t͡sʰɥ pʰa pəʔ ʂɑ̃ lɤ,i sə̃ t͡ɕiɔ ni to ʂuei ʂuei,ɕiɔ ɕĩn tiə xa t͡ɕʰi ʂɑ̃ pu lɛ,lau sən no tiet ha hi pʰa m̩ soŋ loi vo,i sɛn t͡ɕiɛu n̩ to kʰun nɑ t͡sɹ̩,i səŋ t͡ɕiɔ n̩ tei suei suei,tɑ̃ ɕiŋ gue ɦo t͡ɕʰi bo ɦa bo vəʔ zɑ̃ le,t͡sai kuaŋ mãi puaʔ kʰɯ liau peʔ m tik kʰi a,i siŋ kio li ke kʰun t͡sit le,tai fu t͡ɕiau ni tɤ suei kəʔ iəʔ t͡səŋ t͡səŋ,ɕiɑu ɕin suɑi ɕiɑ t͡ɕʰy pʰɑ pu ʂɑŋ lai,ji siɛ t͡ɕiɛ ɲi tɤu kʰy le,i sən t͡ɕiau ni tuo suei xa t͡sɹ̩,tai fu ʐɑŋ ɲi tuɤ tʰɑŋ i xuər,ɕiau ɕiẽ tiɛ xa t͡ɕʰi t͡sou ʂaŋ pu lai liɛ,ji sɐŋ kiu nei fɐn tɔ ti,niəɯ ʂən pan ɦɒ t͡ɕʰie bɒ pu t͡ɕʰi nai,tɛ fv̩ fɔ tʂɛ t͡ɕiɔ ɲi tu fɨ j xuɨ ɛ fɔ
i ʂəŋ t͡ɕiɑu ni tuo ʂuei xuər,i sən xan ɲi to suei xər,t͡sʰɹ̩ ian t͡sʰɹ̩ t͡sʰa təu iao pu tɛ,t͡ɕʰioʔ ʔiɤ̃ ɦuoʔ t͡sɤ t͡ɕʰioʔ dzɑ tu pəʔ kʰo ɦi,tʂʰou ian xɤ tʂʰa tou pu ɕiŋ,zɹ̩ sən t͡ɕiɔ li tʊ ʂue ʂue,tʂʰɻ̩ iɛ̃ tʂʰɻ̩ tʂʰA tu pu tʂuə̃,i ʂə̃n t͡ɕiɔ ɲi tuə fei i ɯ li,i sen ham n̩ to soi tit muk,t͡ɕʰiɑʔ iɛn t͡ɕʰiɑʔ t͡sʰɑ tu pɨʔ ɕin,tʂʰʌʔ iɤ xʌʔ t͡sʰɑ tu pʌʔ ɕiɑ,i sã t͡ɕiɔ noŋ tu kuəŋ kuəŋ,ui seŋ kio lɯ ĩʔ t͡soi e,t͡siaʔ hun a si lim te loŋ be iŋ,t͡səʔ ie xaʔ t͡sʰa təu pəʔ ɕy,tai fu t͡ɕiɑu ni tuo suei t͡ɕiɑu,fu ky t͡sʰɹ̩ ji va zɹ̩ t͡sʰɹ̩ t͡ɕɤu o jyɔ fu dʑa ke,t͡ɕʰi iɛn xuo t͡sʰa təu pu ɕy,tʂʰɤu ian xɤ t͡sʰa tɤu pu ɕiŋ,tai fu t͡ɕiau ni tuo fei i xa,sik jin wak t͡sɛ jɐm t͡sʰa tou m tɐk,i siẽ iaɯ ɲi to kʰuan i ɦɒ,iã i pv̩ t͡ɕiɔ tʂʰɻ̩ kɨ t͡sʰa i pv̩ t͡ɕiɔ xu kɨ
tʂʰou ian xɤ tʂʰa tou pu ɕy,t͡sʰɹ̩ ian t͡sʰɹ̩ t͡sʰa təu pu t͡suən,kuan li sɹ̩ ian sɹ̩ t͡sʰa ŋo təu pu ɕi xuan,ʔiɤ̃ ɦɑ hɔ dzɑ ɦɑ hɔ ŋo tu pəʔ huõ ɕi ti,ian iɛ xau tʂʰa iɛ xau uo tou pu tɤ i,t͡ɕʰiəʔ iɪ̃ kən xɐʔ tʂʰa tɯ pəʔ sɥ,iɛ̃ iɛ xɔ tʂʰA iɛ xɔ o tu pu xi xuÃ,tʂʰou iɛ̃n xə tʂʰa tou pu pfə̃n,sət ian fat t͡sa sət t͡sʰa tu m̩ t͡so tet,iɛn nɑ hɑu t͡sʰɑ iɑ hɑu ŋo tu pɨʔ ɕi fɵn,iɤ iɤ xɔ t͡sʰɑ iɤ xɔ ŋiɤ tei pʌʔ xɔ,t͡ɕʰiɪʔ ɕiã i t͡ɕʰiɪʔ zo ze vəʔ hɔ ɦə,t͡siaʔ huŋ a si t͡siaʔ te loŋ mõ,hun a ho te a ho gua loŋ bo ai,ie ie xau t͡sʰa ie xau ɣɤ təu pəʔ tai t͡ɕie,t͡sʰou ian xɤ tʂɤ xɤ t͡sʰɑ tou pu ɕiŋ,ji ɦa hɜ dzo ɦa hɜ ŋ̩ o fu sɹ̩ ɕy,iɛn ie xau t͡sʰa ie xau ŋuo təu pu ɕi xuan,ian liɤ t͡sʰa liɤ vɤ tɤu pu xɔ,pu pfẽ tʂʰɻ̩ iã xuo t͡sʰa,jin jɐu hou t͡sʰa jɐu hou ŋɔ tou m t͡suŋ ji,t͡ɕʰiɒ iẽ ho ʂɻ̩ t͡ɕʰiɒ dzɒ təɯ pu t͡ɕyn,iã i pa t͡sʰa i pa nɔ j kua mɔ xɔ tɔ tʂɔ
ian iɛ xɑu tʂʰa iɛ xɑu uo tou pu xɑu,ian xo t͡sʰa ŋo təu pu ɕi xuan,kuan li t͡ɕʰi pu t͡ɕʰi əu xuen suen ŋo təu sɹ̩ iao t͡ɕʰi lɛ,pəʔ kuõ ni t͡ɕʰi pəʔ t͡ɕʰi ŋo ɦɑ zɹ̩ ʔiɔ t͡ɕʰi ti,pu kuan ni t͡ɕʰy pu t͡ɕʰy fan tʂəŋ uo tei t͡ɕʰy,iɪ̃ iɤ xɔ tʂʰa iɤ xɔ ʊ tɯ pəʔ sɹ̩ xʊ̃,pu kuÃ ni kʰə pu kʰə fÃ tʂə̃̃ o tɔ ʂɻ̩ iɔ kʰə nə,iɛ̃n iə pa tʂʰa iə pa və tou pu ɛ,ian ia hau t͡sʰa ia hau ŋai tu m̩ hau,pɨʔ kuɵn n̩ t͡ɕʰie pɨʔ t͡ɕʰie uɑŋ t͡sʰɨʔ ŋo sɹ̩ iɛu t͡ɕʰie ko,pʌʔ kuɑŋ n̩ t͡ɕʰy pʌʔ t͡ɕʰy xuɑŋ tʂəŋ ŋiɤ sɹ̩ iɔ t͡ɕʰy liʌʔ,i lɔ zo lɔ ŋo ze vəʔ huø ɕi,huŋ a ho te a ho ua loŋ boi ŋiaŋ,m̩ kuan li beʔ kʰi a bo ai kʰi hue tit gua si beʔ kʰi,pəʔ kuæ̃ ni t͡ɕʰy pəʔ t͡ɕʰy fæ̃ t͡səŋ ɣɤ iau t͡ɕʰy,ian ie xɑu t͡sʰɑ ie xɑu uo tou pu ɕi xuan ,fu ky ɲi t͡sau fu t͡sau ha ŋ̩ tɜ dʑa= dʑa= t͡sau ke,pu kuan ni kʰɯ pu kʰɯ fan t͡sən ŋuo sɹ̩ i tin iau kʰɯ ti,pu kuan ɲi t͡ɕʰi pu t͡ɕʰi fan tʂɤŋ vɤ sɹ̩ iɔ t͡ɕʰi ɲi,iã t͡sʰa ŋɤ tou pu ŋai,m lei nei høy m høy fan t͡siŋ ŋɔ hɐi jiu høy kɛ,iẽ iɒ haɯ dzo iɒ haɯ ŋo dəɯ pu ɕi hɔn,ɲi t͡ɕʰj l̩ mã pv̩ t͡ɕʰj xɔ nɔ fã tʂə̃ t͡ɕʰj lia
pu kuan ni t͡ɕʰy pu t͡ɕʰy fan tʂəŋ uo ʂɻ̩ iɑu tçʰy tə,pu kuan ɲi t͡ɕʰie pu t͡ɕʰie xuən suən ŋo sɹ̩ iau t͡ɕʰie ni,ŋo fei iao kʰei,ŋo fi t͡ɕʰi pəʔ kʰo,uo fei t͡ɕʰy pu tʂɻ̩,kʊ̃ li t͡sʰɥ pəʔ t͡sʰɥ ʊ kɔ t͡sɹ̩ ʂɻ̩ iɔ t͡sʰɥ tiəʔ,o fei kʰə pu kʰo,pu kuɛ̃n ɲi t͡ɕʰi pu t͡ɕʰi fɛ̃n tʂə̃n və iɔ t͡ɕʰi li,m̩ kuon n̩ hi ia m̩ hi fan t͡sən ŋai t͡sʰiu voi hi,ŋo pɨʔ t͡ɕʰie pɨʔ ɕin,ŋiɤ xuei t͡ɕʰy pʌʔ ɕiɑ,vəʔ kuø noŋ t͡ɕʰi vəʔ t͡ɕʰi fe t͡səŋ ŋo zɹ̩ iɔ t͡ɕʰi ɦə,ta li lɯ kʰɯ a m ua li t͡siã to ãi kʰɯ,gua it tiŋ beʔ kʰi,ɣɤ fei t͡ɕʰy pəʔ ɕiəŋ,pu kuan ni t͡ɕʰy pu t͡ɕʰy fan t͡səŋ uo tei t͡ɕʰy,ŋ̩ fu t͡sau fu ɕaŋ a,ŋuo fei kʰɯ pu kʰuo,vɤ fɤi t͡ɕʰi pu ɕiŋ,pu kuã ni t͡ɕʰi pu t͡ɕʰi fã tʂəŋ ŋɤ iau t͡ɕʰi ni,ŋɔ hɐi jiu høy,pu kɔn ɲi t͡ɕʰie pu t͡ɕʰie ɸən tʂʰɻ̩ ŋo ʂɻ̩ iaɯ t͡ɕʰie ti,fɔ tʂʰə̃ kɔ sa xɔ a nɔ t͡ɕʰj lia
uo fei t͡ɕʰy pu kɤ,ŋo t͡ɕiəu sɹ̩ iau t͡ɕʰie,li sɹ̩ la i lian lai lɛ,ni zɹ̩ nɑ ʔiəʔ ɲiɤ̃ lɤ ti ʔɑ,ni ʂɻ̩ nei i nian lai ti,ʊ fe iɔ t͡sʰɥ,ni ʂɻ̩ nA i niɛ̃ læ nə,t͡sə̃n mə xa lɔ və tou iɔ t͡ɕʰi li,ŋai t͡sʰiu oi hi,n̩ sɹ̩ lɑ ɲiɛn t͡sɹ̩ lai ko,n̩ sɹ̩ lɑ ɲiɤ læ tiʌʔ liʌʔ,ŋo zɹ̩ iɪʔ diŋ iɔ t͡ɕʰi ɦəʔ,ua ŋẽ hõu ãi kʰɯ,li si to t͡sit lĩ lai e,ni sɹ̩ na nie lai təʔ,uo fei t͡ɕʰy,ɲi zɹ̩ ɲau ji ɲi lei ka,ni na niɛn nai ti,ɲi sɹ̩ na i ɲian lai ti,ŋɤ fi t͡ɕʰi pu kʰɤ,nei hɐi pin jɐt nin lɐi ka,ŋo ŋən ɸəi iaɯ t͡ɕʰie,ɲi sɹ̩ a j ɲiã lɛ t͡sɹ̩
ni ʂɻ̩ nei nian lai tə,ɲi sɹ̩ na i ɲian nai ni,ŋo sɹ̩ t͡ɕʰian lian lai pɛ t͡ɕin lɛ,ŋo zɹ̩ dʑiɤ̃ ɲiɤ̃ t͡sɹ̩ tɔ poʔ t͡ɕin ti,uo ʂɻ̩ t͡ɕʰian nian tau ti pei t͡ɕiŋ,li ʂɻ̩ la iəʔ liɪ̃ lɤ tiəʔ,o ʂɻ̩ t͡ɕʰiɛ̃ niɛ̃ tɔ pə t͡ɕĩ nə,t͡ɕia ɲi ʂɻ̩ la i ɲiɛ̃n lɛ ti ʂa,n̩ he nai ŋian loi ke,ŋo sɹ̩ t͡ɕʰiɛn ɲiɛn t͡sɹ̩ tɑu ko pɛʔ t͡ɕin,ŋiɤ sɹ̩ t͡ɕiɤ ɲiɤ tɔ tiʌʔ piʌʔ t͡ɕiŋ,noŋ zɹ̩ ɦa li iɪʔ ɲi le ɦəʔ,lɯ kai ti t͡sek nĩ lai kai,gua si t͡siŋ lĩ kau pak kiã e,ɣɤ sɹ̩ t͡ɕʰie nie tau təʔ pei t͡ɕiəŋ,ni nei nian lai ti,ŋ̩ zɹ̩ ji ɲi tɜ pai t͡ɕaŋ ke,ŋuo sɹ̩ t͡ɕʰiɛn niɛn tau pɤ t͡ɕin ti,vɤ sɹ̩ t͡ɕʰian ɲian lai ti pei t͡ɕiŋ,ni sɹ̩ a i niã lai ti,ŋɔ hɐi t͡sʰin nin tou pɐk kiŋ kɛ,ɲi ʂɻ̩ nɒ i ɲiẽ nai ti,nɔ sɹ̩ t͡ɕʰiã ɲiã tɔ xa pɨ t͡ɕiə̃ t͡sɹ̩
uo ʂɻ̩ t͡ɕʰian nian lai tə pei t͡ɕiŋ,ŋo sɹ̩ t͡ɕʰian ɲian t͡sɹ̩ tau pe t͡ɕin ni,t͡ɕin tʰian kʰai xuei sɹ̩ la ko taŋ t͡su ɕi,ken t͡sɔ kʰɤ ɦui nɑ koʔ t͡so t͡sɥ tʑiəʔ,t͡ɕin tʰian kʰai xuei ʂei ʂɻ̩ tʂu ɕi,ʊ ʂɻ̩ t͡ɕʰiɪ̃ liɪ̃ tɔ pɐʔ t͡ɕin tiəʔ,t͡ɕiə ʐɻ̩ kʰæ xuei nA kə tÃ tʂu ɕi,və ʂɻ̩ t͡ɕʰiɛ̃n ɲiɛ̃nkə tɔ pə t͡ɕĩn ti,ŋai he t͡sʰien ŋian ne loi pet kin ke,t͡ɕin ɲiʔ kʰai fɨi lɑ ko tɔŋ t͡ɕy ɕiʔ,t͡ɕiŋ ʐʌʔ kʰæ xuæ suei tiʌʔ t͡sɥ ɕiʌʔ,ŋo zɹ̩ ʑi ɲi tɔ poʔ t͡ɕiŋ ɦəʔ,ua si t͡sõi nĩ lai pak kiã kai,kiã lit kʰui hue siã laŋ t͡so t͡su sik,t͡ɕiəŋ zəʔ kʰai xuei suei təʔ t͡su ɕiəʔ,uo sɹ̩ t͡ɕʰian nian kə tɑu ti pei t͡ɕiŋ,ke ne kʰe vai a ɲi naŋ tuɔ t͡sɹ̩ zei a,t͡ɕin tʰiɛn kʰai xuei na kuo sɹ̩ t͡ɕy ɕi,t͡ɕiŋ tʰian kʰai xuei sei ti tʂu ɕi,ŋɤ sɹ̩ t͡ɕʰiã niã tau ti pei t͡ɕiŋ,kɐm mɐt hɔi wui pin kɔ t͡sou t͡sy t͡sik,ŋo ʂɻ̩ dziẽ kɒ ɲiẽ taɯ pæ t͡ɕin ti,t͡ɕiə̃ ɛ kʰɛ xuɨ xɔ tʂv̩ ɕj fɨ tɔ̃ tʂɛ
t͡ɕiər kʰai xuei ʂei tə tʂu ɕi,t͡ɕʰin tʰian kʰai xuei na ko taŋ t͡su ɕi,li iao t͡ɕʰin ŋo lɛ kʰɛ əu,ni ʔiɔ t͡ɕʰin ŋo tiəʔ kʰɑʔ,ni tei t͡ɕʰiŋ uo kʰɤr,t͡ɕiɤ kə kʰɤ xue xa kə t͡sʊ tʂu ɕiəʔ,ni iɔ t͡ɕʰĩ o nə kʰə lə,t͡ɕĩn kə tʰiɛ̃n kʰɛ xuei fei ʂɻ̩ pfu ɕi ʂa,kim pu ŋit kʰoi fi man ŋin toŋ t͡su sit,n̩ iɛu t͡ɕʰiɑŋ ŋo ko kɑʔ,n̩ tiʌʔ t͡ɕʰiŋ t͡ɕʰiŋ ŋiɤ,t͡ɕiuŋ t͡sɔ kʰe ɦue sa ɲiŋ t͡su t͡sɹ̩ ʑiɪʔ,kim zik kʰui hue ti tiaŋ t͡so t͡su t͡sʰioʔ,li to ai t͡sʰiã gua,ni tiəʔ t͡ɕʰiəŋ ɣɤ təʔ kʰaʔ,t͡ɕiər kə kʰai xuei sei sɹ̩ t͡su ɕi,ɲi dʑa t͡sʰeŋ ŋ̩ kʰa,ni kai t͡ɕʰin ŋuo ti kʰɤ,ɲi tei t͡ɕʰiŋ vɤ ti kʰei,t͡ɕiər kʰai xuei sei ti pfu ɕi,nei jiu t͡sʰɛŋ ŋɔ sik fan pɔ,t͡ɕin i t͡sɹ̩ kʰai ɸəi nɒ ko t͡səɯ t͡ɕy si,ɲi ti pa nɔ t͡ɕʰiɔ kɨ j kua
ni tei t͡ɕʰiŋ uo tə kʰɤ,t͡ɕʰin kʰe,lian lu t͡səu lian lu t͡ɕiaŋ,ʔiəʔ miɤ̃ t͡sei ʔiəʔ miɤ̃ sɥəʔ,i piar t͡sou i piar ʂuo,li iɔ t͡ɕʰin ʊ kʰɐʔ,i miɛ̃ t͡səu i miɛ̃ t͡ɕiÃ,t͡ɕia ɲi iɔ pa və t͡ɕʰĩn i xa li,n̩ oi t͡sʰiaŋ ŋai,iʔ piɛn t͡sɛu iʔ piɛn uɑ,iʌʔ piɤ t͡səu iʌʔ piɤ suʌʔ,noŋ iɔ t͡ɕʰiŋ ŋo t͡ɕʰiɪʔ ve gəʔ ,lɯ tioʔ t͡sʰiã ua,lã kiã lã kɔŋ,iəʔ pie t͡səu iəʔ pie suaʔ,ni tei t͡ɕʰiŋ uo i tuər,pi t͡sau pi kuɔ,i nəu t͡səu i nəu suo,t͡sɤu ti ɲi fɤ ti ɲi,ni tei t͡ɕʰiŋ ŋɤ ti kʰei,jɐt pin haŋ jɐt pin kɔŋ,ɲi iaɯ t͡sʰin ŋo t͡səɯ kʰæ pai,ɕyã t͡sɯ ɕyã fɔ
